taxon_id,lookup_name,scientific_name,authorship,taxon_rank,family,genus,chinese_name
wcvp:2597610,Spatholobus sinensis,Spatholobus sinensis,Chun & H.Y.Chen,species,Fabaceae,Spatholobus,红血藤
wcvp:2597623,Spatholobus parviflorus,Spatholobus parviflorus,(Roxb. ex DC.) Kuntze,species,Fabaceae,Spatholobus,显脉密花豆
wcvp:2597665,Sophora wightii,Sophora wightii,Baker,species,Fabaceae,Sophora,西南槐
wcvp:2984544,Rubus nigricaulis,Rubus nigricaulis,Prokh.,species,Rosaceae,Rubus,楸叶悬钩子
wcvp:2598276,Strychnos ignatii,Strychnos ignatii,P.J.Bergius,species,Loganiaceae,Strychnos,吕宋果
wcvp:2984603,Rubus nyalamensis,Rubus nyalamensis,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,聂拉木悬钩子
wcvp:2984622,Rubus oblongus,Rubus oblongus,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,长圆悬钩子
wcvp:2960659,Prunus maximowiczii,Prunus maximowiczii,Rupr.,species,Rosaceae,Prunus,黑樱桃
wcvp:2597885,Strychnos dalzellii,Strychnos dalzellii,C.B.Clarke,species,Loganiaceae,Strychnos,腋花马钱
wcvp:2960699,Prunus mira,Prunus mira,Koehne,species,Rosaceae,Prunus,光核桃
wcvp:2960720,Prunus mongolica,Prunus mongolica,Maxim.,species,Rosaceae,Prunus,蒙古扁桃
wcvp:2599293,Securidaca inappendiculata,Securidaca inappendiculata,Hassk.,species,Polygalaceae,Securidaca,蝉翼藤
wcvp:2984992,Rubus ourosepalus,Rubus ourosepalus,Cardot,species,Rosaceae,Rubus,宝兴悬钩子
wcvp:411485,Elymus pulanensis,Elymus pulanensis,(H.L.Yang) S.L.Chen,species,Poaceae,Elymus,普兰鹅观草
wcvp:2597995,Strychnos axillaris,Strychnos axillaris,Colebr.,species,Loganiaceae,Strychnos,腋花马钱
wcvp:2960731,Prunus mugus,Prunus mugus,Hand.-Mazz.,species,Rosaceae,Prunus,偃樱桃
wcvp:2598004,Strychnos angustiflora,Strychnos angustiflora,Benth.,species,Loganiaceae,Strychnos,牛眼马钱
wcvp:410829,Elymus abolinii,Elymus abolinii,(Drobow) Tzvelev,species,Poaceae,Elymus,异芒鹅观草
wcvp:2961006,Prunus padus,Prunus padus,L.,species,Rosaceae,Prunus,稠李
wcvp:2961101,Prunus patentipila,Prunus patentipila,Hand.-Mazz.,species,Rosaceae,Prunus,散毛樱桃
wcvp:2961210,Prunus perulata,Prunus perulata,Koehne,species,Rosaceae,Prunus,宿鳞稠李
wcvp:2961214,Prunus phaeosticta,Prunus phaeosticta,(Hance) Maxim.,species,Rosaceae,Prunus,腺叶桂樱
wcvp:2598077,Strychnos ovata,Strychnos ovata,A.W.Hill,species,Loganiaceae,Strychnos,密花马钱
wcvp:2961247,Prunus pogonostyla,Prunus pogonostyla,Maxim.,species,Rosaceae,Prunus,毛柱郁李
wcvp:2961260,Prunus polytricha,Prunus polytricha,Koehne,species,Rosaceae,Prunus,多毛樱桃
wcvp:2961271,Prunus prostrata,Prunus prostrata,Labill.,species,Rosaceae,Prunus,欧李
wcvp:411505,Elymus repens,Elymus repens,(L.) Gould,species,Poaceae,Elymus,偃麦草
wcvp:2985009,Rubus pacificus,Rubus pacificus,Hance,species,Rosaceae,Rubus,太平莓
wcvp:2961309,Prunus pseudocerasus,Prunus pseudocerasus,Lindl.,species,Rosaceae,Prunus,樱桃
wcvp:2961397,Prunus pusilliflora,Prunus pusilliflora,Cardot,species,Rosaceae,Prunus,细花樱桃
wcvp:2961398,Prunus pygeoides,Prunus pygeoides,Koehne,species,Rosaceae,Prunus,云南桂樱
wcvp:2961446,Prunus rufa,Prunus rufa,Wall. ex Hook.f.,species,Rosaceae,Prunus,红毛樱桃
wcvp:2961449,Prunus rufoides,Prunus rufoides,C.K.Schneid.,species,Rosaceae,Prunus,尾叶樱桃
wcvp:411538,Elymus scabridulus,Elymus scabridulus,(Ohwi) Tzvelev,species,Poaceae,Elymus,粗糙鹅观草
wcvp:411559,Elymus serpentinus,Elymus serpentinus,(L.B.Cai) S.L.Chen & G.H.Zhu,species,Poaceae,Elymus,蜿轴鹅观草
wcvp:411560,Elymus shandongensis,Elymus shandongensis,B.Salomon,species,Poaceae,Elymus,山东鹅观草
wcvp:411563,Elymus sibiricus,Elymus sibiricus,L.,species,Poaceae,Elymus,老芒麦
wcvp:411578,Elymus sinkiangensis,Elymus sinkiangensis,D.F.Cui,species,Poaceae,Elymus,新疆鹅观草
wcvp:2985287,Rubus pectinarioides,Rubus pectinarioides,H.Hara,species,Rosaceae,Rubus,匍匐悬钩子
wcvp:2985288,Rubus pectinaris,Rubus pectinaris,Focke,species,Rosaceae,Rubus,梳齿悬钩子
wcvp:2985290,Rubus pectinellus,Rubus pectinellus,Maxim.,species,Rosaceae,Rubus,黄藨
wcvp:2985304,Rubus pedunculosus,Rubus pedunculosus,D.Don,species,Rosaceae,Rubus,密毛纤细悬钩子
wcvp:411611,Elymus sylvaticus,Elymus sylvaticus,(Keng & S.L.Chen) S.L.Chen,species,Poaceae,Elymus,林地鹅观草
wcvp:411619,Elymus tenuispicus,Elymus tenuispicus,(J.L.Yang & Y.H.Zhou) S.L.Chen,species,Poaceae,Elymus,柔穗鹅观草
wcvp:2632706,Amaranthus blitoides,Amaranthus blitoides,S.Watson,species,Amaranthaceae,Amaranthus,北美苋
wcvp:2599944,Scutia myrtina,Scutia myrtina,(Burm.f.) Kurz,species,Rhamnaceae,Scutia,对刺藤
wcvp:411628,Elymus tibeticus,Elymus tibeticus,(Melderis) G.Singh,species,Poaceae,Elymus,西藏鹅观草
wcvp:2599974,Sageretia yilinii,Sageretia yilinii,G.S.Fan & S.K.Chen,species,Rhamnaceae,Sageretia,脱毛雀梅藤
wcvp:2985123,Rubus panduratus,Rubus panduratus,Hand.-Mazz.,species,Rosaceae,Rubus,琴叶悬钩子
wcvp:2985126,Rubus paniculatus,Rubus paniculatus,Sm.,species,Rosaceae,Rubus,圆锥悬钩子
wcvp:2985134,Rubus pannosus,Rubus pannosus,P.J.Müll. & Wirtg.,species,Rosaceae,Rubus,蓬藟
wcvp:2598346,Strychnos lucida,Strychnos lucida,R.Br.,species,Loganiaceae,Strychnos,腺叶马钱
wcvp:411345,Elymus macrourus,Elymus macrourus,(Turcz. ex Steud.) Tzvelev,species,Poaceae,Elymus,光花鹅观草
wcvp:411351,Elymus magnicaespes,Elymus magnicaespes,D.F.Cui,species,Poaceae,Elymus,大丛鹅观草
wcvp:411352,Elymus magnipodus,Elymus magnipodus,(L.B.Cai) S.L.Chen & G.H.Zhu,species,Poaceae,Elymus,大柄鹅观草
wcvp:2598486,Styphnolobium japonicum,Styphnolobium japonicum,(L.) Schott,species,Fabaceae,Styphnolobium,槐
wcvp:2984843,Rubus okinawensis,Rubus okinawensis,Koidz.,species,Rosaceae,Rubus,秃悬钩子
wcvp:2598653,Spigelia anthelmia,Spigelia anthelmia,L.,species,Loganiaceae,Spigelia,石竹参
wcvp:2985156,Rubus pararosifolius,Rubus pararosifolius,F.P.Metcalf,species,Rosaceae,Rubus,矮空心藨
wcvp:2985315,Rubus peltatus,Rubus peltatus,Maxim.,species,Rosaceae,Rubus,盾叶莓
wcvp:411707,Elymus virginicus,Elymus virginicus,L.,species,Poaceae,Elymus,岷山鹅观草
wcvp:2985318,Rubus penduliflorus,Rubus penduliflorus,C.Y.Wu ex T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,河口悬钩子
wcvp:411728,Elymus viridulus,Elymus viridulus,(Keng & S.L.Chen) S.L.Chen,species,Poaceae,Elymus,绿穗鹅观草
wcvp:411735,Elymus yangiae,Elymus yangiae,B.Rong Lu,species,Poaceae,Elymus,杨氏鹅观草
wcvp:2985163,Rubus parkeri,Rubus parkeri,Hance,species,Rosaceae,Rubus,乌藨子
wcvp:2985171,Rubus parviaraliifolius,Rubus parviaraliifolius,Hayata,species,Rosaceae,Rubus,燪叶悬钩子
wcvp:2600085,Sageretia brandrethiana,Sageretia brandrethiana,Aitch.,species,Rhamnaceae,Sageretia,窄叶雀梅藤
wcvp:2600146,Sageretia rugosa,Sageretia rugosa,Hance,species,Rhamnaceae,Sageretia,皱叶雀梅藤
wcvp:2600148,Sageretia randaiensis,Sageretia randaiensis,Hayata,species,Rhamnaceae,Sageretia,峦大雀梅藤
wcvp:2600150,Sageretia pycnophylla,Sageretia pycnophylla,C.K.Schneid.,species,Rhamnaceae,Sageretia,对刺雀梅藤
wcvp:2600152,Sageretia pedicellata,Sageretia pedicellata,C.Z.Gao,species,Rhamnaceae,Sageretia,南丹雀梅藤
wcvp:2600153,Sageretia paucicostata,Sageretia paucicostata,Maxim.,species,Rhamnaceae,Sageretia,少脉雀梅藤
wcvp:2600157,Sageretia omeiensis,Sageretia omeiensis,C.K.Schneid.,species,Rhamnaceae,Sageretia,峨眉雀梅藤
wcvp:2600160,Sageretia thea,Sageretia thea,(Osbeck) M.C.Johnst.,species,Rhamnaceae,Sageretia,雀梅藤
wcvp:2600173,Sageretia subcaudata,Sageretia subcaudata,C.K.Schneid.,species,Rhamnaceae,Sageretia,尾叶雀梅藤
wcvp:2600182,Sageretia gracilis,Sageretia gracilis,J.R.Drumm. & Sprague,species,Rhamnaceae,Sageretia,纤细雀梅藤
wcvp:2600183,Sageretia gongshanensis,Sageretia gongshanensis,G.S.Fan & L.L.Deng,species,Rhamnaceae,Sageretia,贡山雀梅藤
wcvp:2600199,Sageretia melliana,Sageretia melliana,Hand.-Mazz.,species,Rhamnaceae,Sageretia,刺藤子
wcvp:2600200,Sageretia lucida,Sageretia lucida,Merr.,species,Rhamnaceae,Sageretia,亮叶雀梅藤
wcvp:2600201,Sageretia lijiangensis,Sageretia lijiangensis,G.S.Fan & S.K.Chen,species,Rhamnaceae,Sageretia,丽江雀梅藤
wcvp:2600203,Sageretia laxiflora,Sageretia laxiflora,Hand.-Mazz.,species,Rhamnaceae,Sageretia,疏花雀梅藤
wcvp:2600211,Sageretia horrida,Sageretia horrida,Pax & K.Hoffm.,species,Rhamnaceae,Sageretia,凹叶雀梅藤
wcvp:2600212,Sageretia henryi,Sageretia henryi,J.R.Drumm. & Sprague,species,Rhamnaceae,Sageretia,梗花雀梅藤
wcvp:411675,Elymus uralensis,Elymus uralensis,(Nevski) Tzvelev,species,Poaceae,Elymus,天山鹅观草
wcvp:2600223,Skimmia arborescens,Skimmia arborescens,T.Anderson ex Gamble,species,Rutaceae,Skimmia,乔木茵芋
wcvp:2985216,Rubus parvifolius,Rubus parvifolius,L.,species,Rosaceae,Rubus,茅莓
wcvp:2600318,Skimmia multinervia,Skimmia multinervia,C.C.Huang,species,Rutaceae,Skimmia,多脉茵芋
wcvp:2600319,Skimmia melanocarpa,Skimmia melanocarpa,Rehder & E.H.Wilson,species,Rutaceae,Skimmia,黑果茵芋
wcvp:2600333,Skimmia laureola,Skimmia laureola,(DC.) Decne.,species,Rutaceae,Skimmia,月桂茵芋
wcvp:2600346,Skimmia reevesiana,Skimmia reevesiana,(Fortune) Fortune,species,Rutaceae,Skimmia,茵芋
wcvp:2599143,Samolus valerandi,Samolus valerandi,L.,species,Primulaceae,Samolus,水茴草
wcvp:411384,Elymus mutabilis,Elymus mutabilis,(Drobow) Tzvelev,species,Poaceae,Elymus,狭颖鹅观草
wcvp:2599270,Salomonia ciliata,Salomonia ciliata,(L.) DC.,species,Polygalaceae,Salomonia,椭圆叶齿果草
wcvp:2599274,Salomonia cantoniensis,Salomonia cantoniensis,Lour.,species,Polygalaceae,Salomonia,齿果草
wcvp:2601317,Stephania officinarum,Stephania officinarum,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,药用地不容
wcvp:2600671,Stimpsonia chamaedryoides,Stimpsonia chamaedryoides,C.Wright ex A.Gray,species,Primulaceae,Stimpsonia,假婆婆纳
wcvp:2985273,Rubus paucidentatus,Rubus paucidentatus,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,少齿悬钩子
wcvp:2600866,Sapria himalayana,Sapria himalayana,Griff.,species,Rafflesiaceae,Sapria,寄生花
wcvp:2985399,Rubus perplexus,Rubus perplexus,P.J.Müll. ex Wirtg.,species,Rosaceae,Rubus,针刺悬钩子
wcvp:2600888,Semiaquilegia adoxoides,Semiaquilegia adoxoides,(DC.) Makino,species,Ranunculaceae,Semiaquilegia,天葵
wcvp:2601339,Stephania sutchuenensis,Stephania sutchuenensis,H.S.Lo,species,Menispermaceae,Stephania,四川千金藤
wcvp:2601340,Stephania succifera,Stephania succifera,H.S.Lo & Y.Tsoong,species,Menispermaceae,Stephania,小叶地不容
wcvp:2601341,Stephania subpeltata,Stephania subpeltata,H.S.Lo,species,Menispermaceae,Stephania,西南千金藤
wcvp:2601353,Stephania sinica,Stephania sinica,Diels,species,Menispermaceae,Stephania,汝兰
wcvp:2601355,Stephania japonica,Stephania japonica,(Thunb.) Miers,species,Menispermaceae,Stephania,千金藤
wcvp:2601361,Stephania miyiensis,Stephania miyiensis,S.Y.Zhao & H.S.Lo,species,Menispermaceae,Stephania,米易地不容
wcvp:2601363,Stephania kuinanensis,Stephania kuinanensis,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,桂南地不容
wcvp:2601369,Stephania gracilenta,Stephania gracilenta,Miers,species,Menispermaceae,Stephania,纤细千金藤
wcvp:2601374,Stephania merrillii,Stephania merrillii,Diels,species,Menispermaceae,Stephania,台湾千近藤
wcvp:2601375,Stephania mashanica,Stephania mashanica,H.S.Lo & B.N.Chang,species,Menispermaceae,Stephania,马山地不容
wcvp:2601376,Stephania macrantha,Stephania macrantha,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,大花地不容
wcvp:2601378,Stephania longipes,Stephania longipes,H.S.Lo,species,Menispermaceae,Stephania,长柄地不容
wcvp:2601381,Stephania lincangensis,Stephania lincangensis,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,临沧地不容
wcvp:2601388,Stephania kwangsiensis,Stephania kwangsiensis,H.S.Lo,species,Menispermaceae,Stephania,广西地不容
wcvp:2601390,Stephania longa,Stephania longa,Lour.,species,Menispermaceae,Stephania,粪箕笃
wcvp:2601441,Stephania yunnanensis,Stephania yunnanensis,H.S.Lo,species,Menispermaceae,Stephania,云南地不容
wcvp:2601444,Stephania viridiflavens,Stephania viridiflavens,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,黄叶地不容
wcvp:2601502,Swietenia mahagoni,Swietenia mahagoni,(L.) Jacq.,species,Meliaceae,Swietenia,桃花心木
wcvp:2601531,Stephania dielsiana,Stephania dielsiana,Y.C.Wu,species,Menispermaceae,Stephania,血散薯
wcvp:2601534,Stephania dicentrinifera,Stephania dicentrinifera,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,荷包地不容
wcvp:2601535,Stephania dentifolia,Stephania dentifolia,H.S.Lo & M.Yang,species,Menispermaceae,Stephania,齿叶地不容
wcvp:2601544,Stephania chingtungensis,Stephania chingtungensis,H.S.Lo,species,Menispermaceae,Stephania,景东千金藤
wcvp:2601545,Stephania cephalantha,Stephania cephalantha,Hayata,species,Menispermaceae,Stephania,金线吊乌龟
wcvp:2601559,Stephania excentrica,Stephania excentrica,H.S.Lo,species,Menispermaceae,Stephania,江南地不容
wcvp:2601561,Stephania epigaea,Stephania epigaea,H.S.Lo,species,Menispermaceae,Stephania,地不容
wcvp:2601562,Stephania elegans,Stephania elegans,Hook.f. & Thomson,species,Menispermaceae,Stephania,雅丽千金藤
wcvp:2601563,Stephania ebracteata,Stephania ebracteata,S.Y.Zhao & H.S.Lo,species,Menispermaceae,Stephania,川南地不容
wcvp:2601564,Stephania dolichopoda,Stephania dolichopoda,Diels,species,Menispermaceae,Stephania,大叶地不容
wcvp:2601581,Sinomenium acutum,Sinomenium acutum,(Thunb.) Rehder & E.H.Wilson,species,Menispermaceae,Sinomenium,风龙
wcvp:2601583,Stephania glandulifera,Stephania glandulifera,Miers,species,Menispermaceae,Stephania,腺萼千金藤
wcvp:2601591,Stephania brachyandra,Stephania brachyandra,Diels,species,Menispermaceae,Stephania,白线薯
wcvp:2601633,Sida spinosa,Sida spinosa,L.,species,Malvaceae,Sida,刺黄花棯
wcvp:2601724,Sida subcordata,Sida subcordata,Span.,species,Malvaceae,Sida,榛叶黄花棯
wcvp:2601738,Sida szechuensis,Sida szechuensis,Matsuda,species,Malvaceae,Sida,拔毒散
wcvp:412158,Eragrostis alta,Eragrostis alta,Keng,species,Poaceae,Eragrostis,高画眉草
wcvp:2985460,Rubus phoenicolasius,Rubus phoenicolasius,Maxim.,species,Rosaceae,Rubus,多腺悬钩子
wcvp:2985487,Rubus pileatus,Rubus pileatus,Focke,species,Rosaceae,Rubus,菰帽悬钩子
wcvp:412217,Eragrostis atrovirens,Eragrostis atrovirens,(Desf.) Trin. ex Steud.,species,Poaceae,Eragrostis,鼠妇草
wcvp:412233,Eragrostis autumnalis,Eragrostis autumnalis,Keng,species,Poaceae,Eragrostis,秋画眉草
wcvp:2985551,Rubus pinnatisepalus,Rubus pinnatisepalus,Hemsl.,species,Rosaceae,Rubus,羽萼悬钩子
wcvp:2601837,Sida rhombifolia,Sida rhombifolia,L.,species,Malvaceae,Sida,白背黄花棯
wcvp:2985598,Rubus platysepalus,Rubus platysepalus,Hand.-Mazz.,species,Rosaceae,Rubus,武冈悬钩子
wcvp:2985600,Rubus playfairianus,Rubus playfairianus,Hemsl. ex Focke,species,Rosaceae,Rubus,五叶鸡爪茶
wcvp:412005,Enneapogon persicus,Enneapogon persicus,Boiss.,species,Poaceae,Enneapogon,波斯九顶草
wcvp:2985745,Rubus poliophyllus,Rubus poliophyllus,Kuntze,species,Rosaceae,Rubus,毛叶悬钩子
wcvp:2985787,Rubus polyodontus,Rubus polyodontus,Hand.-Mazz.,species,Rosaceae,Rubus,多齿悬钩子
wcvp:2602235,Schoepfia chinensis,Schoepfia chinensis,Gardner & Champ.,species,Schoepfiaceae,Schoepfia,华南青皮木
wcvp:2602253,Schoepfia jasminodora,Schoepfia jasminodora,Siebold & Zucc.,species,Schoepfiaceae,Schoepfia,青皮木
wcvp:2602256,Schoepfia griffithii,Schoepfia griffithii,Tiegh. ex Steenis,species,Schoepfiaceae,Schoepfia,小果青皮木
wcvp:2602261,Schoepfia fragrans,Schoepfia fragrans,Wall.,species,Schoepfiaceae,Schoepfia,香芙木
wcvp:2985817,Rubus potentilloides,Rubus potentilloides,W.E.Evans,species,Rosaceae,Rubus,委陵悬钩子
wcvp:2601867,Sida quinquevalvacea,Sida quinquevalvacea,J.L.Liu,species,Malvaceae,Sida,五爿黄花棯
wcvp:412951,Eragrostis papposa,Eragrostis papposa,(Roem. & Schult.) Steud.,species,Poaceae,Eragrostis,鼠妇草
wcvp:2985867,Rubus preptanthus,Rubus preptanthus,Focke,species,Rosaceae,Rubus,早花悬钩子
wcvp:412119,Eragrostiella lolioides,Eragrostiella lolioides,(Hand.-Mazz.) Keng f.,species,Poaceae,Eragrostiella,细画眉草
wcvp:2987018,Rubus rolfei,Rubus rolfei,S.Vidal,species,Rosaceae,Rubus,高山悬钩子
wcvp:2602062,Sida yunnanensis,Sida yunnanensis,S.Y.Hu,species,Malvaceae,Sida,云南黄花棯
wcvp:2602438,Sinia rhodoleuca,Sinia rhodoleuca,Diels,species,Ochnaceae,Sinia,合柱金莲木
wcvp:2986621,Rubus raopingensis,Rubus raopingensis,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,饶平悬钩子
wcvp:2986099,Rubus pseudojaponicus,Rubus pseudojaponicus,Koidz.,species,Rosaceae,Rubus,欧洲木莓
wcvp:2986127,Rubus pseudopileatus,Rubus pseudopileatus,Cardot,species,Rosaceae,Rubus,假帽莓
wcvp:2986189,Rubus ptilocarpus,Rubus ptilocarpus,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,毛果悬钩子
wcvp:2986194,Rubus pubescens,Rubus pubescens,Raf.,species,Rosaceae,Rubus,石生悬钩子
wcvp:2986284,Rubus pungens,Rubus pungens,Cambess.,species,Rosaceae,Rubus,针刺悬钩子
wcvp:2986471,Rubus quinquefoliolatus,Rubus quinquefoliolatus,T.T.Yu & L.T.Lu,species,Rosaceae,Rubus,五叶悬钩子
wcvp:2602143,Sidastrum micranthum,Sidastrum micranthum,(A.St.-Hil.) Fryxell,species,Malvaceae,Sidastrum,小花沙棯
wcvp:2987081,Rubus rosifolius,Rubus rosifolius,Sm.,species,Rosaceae,Rubus,空心藨
wcvp:2987118,Rubus rossensis,Rubus rossensis,A.Newton,species,Rosaceae,Rubus,厚叶悬钩子
wcvp:412999,Eragrostis pilosa,Eragrostis pilosa,(L.) P.Beauv.,species,Poaceae,Eragrostis,画眉草
wcvp:2986666,Rubus reflexus,Rubus reflexus,Ker Gawl.,species,Rosaceae,Rubus,锈毛莓
wcvp:2987192,Rubus rubrisetulosus,Rubus rubrisetulosus,Cardot,species,Rosaceae,Rubus,红刺悬钩子
wcvp:412851,Eragrostis minor,Eragrostis minor,Host,species,Poaceae,Eragrostis,小画眉草
wcvp:412867,Eragrostis montana,Eragrostis montana,Balansa,species,Poaceae,Eragrostis,山地画眉草
wcvp:413879,Eriochloa villosa,Eriochloa villosa,(Thunb.) Kunth,species,Poaceae,Eriochloa,野黍
wcvp:412904,Eragrostis nigra,Eragrostis nigra,Nees ex Steud.,species,Poaceae,Eragrostis,黑穗画眉草
wcvp:412916,Eragrostis nutans,Eragrostis nutans,(Retz.) Nees ex Steud.,species,Poaceae,Eragrostis,细叶画眉草
wcvp:2987257,Rubus rufus,Rubus rufus,Focke,species,Rosaceae,Rubus,棕红悬钩子
wcvp:413155,Eragrostis rufinerva,Eragrostis rufinerva,L.C.Chia,species,Poaceae,Eragrostis,红脉画眉草
wcvp:2603378,Acaciella glauca,Acaciella glauca,(L.) L.Rico,species,Fabaceae,Acaciella,灰合欢
wcvp:2623991,Aeschynanthus superbus,Aeschynanthus superbus,C.B.Clarke,species,Gesneriaceae,Aeschynanthus,华丽芒毛苣苔
wcvp:2987358,Rubus salwinensis,Rubus salwinensis,Hand.-Mazz.,species,Rosaceae,Rubus,怒江悬钩子
wcvp:2987398,Rubus saxatilis,Rubus saxatilis,L.,species,Rosaceae,Rubus,石生悬钩子
wcvp:2603458,Anemone fulingensis,Anemone fulingensis,W.T.Wang & Z.Y.Liu,species,Ranunculaceae,Anemone,涪陵银莲花
wcvp:2603524,Aphragmus ohbana,Aphragmus ohbana,(Al-Shehbaz & Kats.Arai) Al-Shehbaz & Warwick,species,Brassicaceae,Aphragmus,线果弯梗芥
wcvp:2603525,Aphragmus serpens,Aphragmus serpens,(W.W.Sm.) Al-Shehbaz & Warwick,species,Brassicaceae,Aphragmus,蛇形弯梗芥
wcvp:2970140,Rosa helenae,Rosa helenae,Rehder & E.H.Wilson,species,Rosaceae,Rosa,卵果蔷薇
wcvp:2970180,Rosa hezhangensis,Rosa hezhangensis,T.L.Xu,species,Rosaceae,Rosa,赫章蔷薇
wcvp:2970181,Rosa hibernica,Rosa × hibernica,Templeton,species,Rosaceae,Rosa,金樱子
wcvp:413970,Eulalia brevifolia,Eulalia brevifolia,Keng f.,species,Poaceae,Eulalia,短叶金茅
wcvp:2603606,Astragalus hysophilus,Astragalus hysophilus,Podlech & L.R.Xu,species,Fabaceae,Astragalus,高地黄芪
wcvp:2603611,Astragalus montivagus,Astragalus montivagus,Podlech & L.R.Xu,species,Fabaceae,Astragalus,日土黄芪
wcvp:2603613,Astragalus oreocharis,Astragalus oreocharis,Podlech & L.R.Xu,species,Fabaceae,Astragalus,山黄芪
wcvp:2603615,Astragalus praeteritus,Astragalus praeteritus,Podlech & L.R.Xu,species,Fabaceae,Astragalus,普拉台黄芪
wcvp:2603617,Astragalus sichuanensis,Astragalus sichuanensis,"L.Meng, X.Y.Zhu & P.K.Hsiao",species,Fabaceae,Astragalus,蜀黄芪
wcvp:414009,Eulalia leschenaultiana,Eulalia leschenaultiana,(Decne.) Ohwi,species,Poaceae,Eulalia,龚氏金茅
wcvp:414011,Eulalia manipurensis,Eulalia manipurensis,Bor,species,Poaceae,Eulalia,无芒金茅
wcvp:414016,Eulalia mollis,Eulalia mollis,(Griseb.) Kuntze,species,Poaceae,Eulalia,银丝金茅
wcvp:414023,Eulalia pallens,Eulalia pallens,(Hack.) Kuntze,species,Poaceae,Eulalia,白健秆
wcvp:414026,Eulalia phaeothrix,Eulalia phaeothrix,(Hack.) Kuntze,species,Poaceae,Eulalia,棕茅
wcvp:414038,Eulalia siamensis,Eulalia siamensis,Bor,species,Poaceae,Eulalia,二色金茅
wcvp:414046,Eulalia splendens,Eulalia splendens,Keng f. & S.L.Chen,species,Poaceae,Eulalia,红健秆
wcvp:2969576,Rosa giraldii,Rosa giraldii,Crép.,species,Rosaceae,Rosa,陕西蔷薇
wcvp:414066,Eulaliopsis binata,Eulaliopsis binata,(Retz.) C.E.Hubb.,species,Poaceae,Eulaliopsis,拟金茅
wcvp:2623936,Aeschynanthus parasiticus,Aeschynanthus parasiticus,(Roxb.) Wall.,species,Gesneriaceae,Aeschynanthus,长花芒毛苣苔
wcvp:2603620,Astragalus yutianensis,Astragalus yutianensis,Podlech & L.R.Xu,species,Fabaceae,Astragalus,于田黄芪
wcvp:413429,Eremochloa bimaculata,Eremochloa bimaculata,Hack.,species,Poaceae,Eremochloa,西南马陆草
wcvp:2970384,Rosa indica,Rosa indica,L.,species,Rosaceae,Rosa,大盘山蔷薇
wcvp:414877,Festuca cumminsii,Festuca cumminsii,Stapf,species,Poaceae,Festuca,纤毛羊茅
wcvp:2623994,Aeschynanthus tengchungensis,Aeschynanthus tengchungensis,W.T.Wang,species,Gesneriaceae,Aeschynanthus,腾冲芒毛苣苔
wcvp:2969930,Rosa glomerata,Rosa glomerata,Rehder & E.H.Wilson,species,Rosaceae,Rosa,绣球蔷薇
wcvp:2603781,Beilschmiedia glandulosa,Beilschmiedia glandulosa,"N.H.Xia, F.N.Wei & Y.F.Deng",species,Lauraceae,Beilschmiedia,香港琼楠
wcvp:2603902,Cayratia lanceolata,Cayratia lanceolata,(C.L.Li) J.Wen & Z.D.Chen,species,Vitaceae,Cayratia,狭叶大麻藤
wcvp:2970747,Rosa kunmingensis,Rosa kunmingensis,T.C.Ku,species,Rosaceae,Rosa,昆明蔷薇
wcvp:2970750,Rosa kwangtungensis,Rosa kwangtungensis,T.T.Yu & H.T.Tsai,species,Rosaceae,Rosa,广东蔷薇
wcvp:2970754,Rosa kweichowensis,Rosa kweichowensis,T.T.Yu & T.C.Ku,species,Rosaceae,Rosa,贵州缫丝花
wcvp:415086,Festuca elata,Festuca elata,Keng ex E.B.Alexeev,species,Poaceae,Festuca,高羊茅
wcvp:2603936,Chaerophyllum involucratum,Chaerophyllum involucratum,(Hayata) K.F.Chung,species,Apiaceae,Chaerophyllum,山茉莉芹
wcvp:2970799,Rosa langyashanica,Rosa langyashanica,D.C.Zhang & J.Z.Shao,species,Rosaceae,Rosa,琅琊山蔷薇
wcvp:2970806,Rosa lasiosepala,Rosa lasiosepala,F.P.Metcalf,species,Rosaceae,Rosa,毛萼蔷薇
wcvp:2970820,Rosa laxa,Rosa laxa,Retz.,species,Rosaceae,Rosa,疏花蔷薇
wcvp:2970892,Rosa lichiangensis,Rosa lichiangensis,T.T.Yu & T.C.Ku,species,Rosaceae,Rosa,丽江蔷薇
wcvp:2603890,Caragana aegacanthoides,Caragana aegacanthoides,(R.Parker) L.B.Chaudhary & S.K.Srivast.,species,Fabaceae,Caragana,萨迦锦鸡儿
wcvp:2603891,Caragana qingheensis,Caragana qingheensis,"Zhao Y.Chang, L.R.Xu & F.C.Shi",species,Fabaceae,Caragana,青河锦鸡儿
